source,target,weight,global_score
885,1096,807,807
1205,1642,807,807
1208,1234,807,807
645,989,806,806
506,718,805,805
1518,1567,805,805
766,864,804,804
736,688,804,804
193,461,803,803
645,652,803,803
157,237,802,802
575,564,802,802
691,340,802,802
929,579,802,802
697,652,802,802
891,1456,801,801
648,865,801,801
758,368,801,801
259,744,800,800
665,2190,800,800
1202,1706,800,800
1808,1851,800,800
730,132,799,799
733,1254,799,799
885,833,799,799
529,539,798,798
209,865,797,797
1734,1788,796,796
591,648,795,795
1033,1727,795,795
673,885,794,794
1183,735,794,794
199,1068,793,793
625,726,793,793
799,286,793,793
648,2182,792,792
929,552,792,792
128,651,791,791
575,958,791,791
1201,1202,791,791
1264,765,791,791
1727,1730,791,791
1808,1548,790,790
1659,1573,788,788
157,813,788,788
875,1202,788,788
132,971,788,788
702,725,788,788
591,680,787,787
591,691,787,787
209,236,787,787
891,890,787,787
273,878,786,786
365,295,786,786
806,841,786,786
856,1456,786,786
1573,1825,786,786
1575,1577,786,786
1659,1565,785,785
579,1005,784,784
280,461,783,783
237,904,782,782
308,591,782,782
1734,1778,782,782
565,661,782,782
529,930,781,781
691,700,781,781
554,689,781,781
1205,1591,781,781
1659,1764,780,780
292,833,780,780
259,1560,780,780
1633,1656,780,780
591,1518,779,779
209,799,779,779
1184,1187,779,779
157,856,778,778
904,1095,778,778
647,691,778,778
1184,735,778,778
193,838,776,776
209,890,776,776
506,1323,776,776
858,1264,776,776
697,727,776,776
565,724,776,776
157,89,775,775
88,648,775,775
157,1201,774,774
627,1323,774,774
647,725,774,774
1548,1526,774,774
1653,1656,774,774
259,799,773,773
280,368,773,773
893,890,773,773
210,858,773,773
733,559,772,772
208,286,771,771
539,611,771,771
765,1573,771,771
730,737,770,770
1659,1798,769,769
810,885,769,769
259,763,768,768
259,1567,768,768
1201,1778,768,768
1366,1371,768,768
1825,1845,768,768
765,1450,767,767
625,1187,766,766
1264,1642,766,766
1706,1727,766,766
904,1653,765,765
1806,1773,765,765
645,1121,764,764
1798,1579,763,763
575,647,762,762
225,875,761,761
280,744,761,761
591,1894,761,761
1202,1809,761,761
237,308,760,760
758,1450,760,760
201,833,758,758
209,744,758,758
1573,1796,758,758
273,813,757,757
203,869,757,757
875,461,757,757
648,1096,757,757
199,1598,755,755
733,506,755,755
858,1294,755,755
1187,1808,755,755
539,1005,755,755
965,978,754,754
736,974,754,754
1202,735,754,754
203,506,753,753
1096,1706,753,753
1573,1764,753,753
736,1161,752,752
1752,1778,751,751
1518,1565,751,751
673,1371,750,750
579,1202,749,749
769,757,749,749
682,723,748,748
691,663,748,748
1666,1201,747,747
461,1064,747,747
904,286,746,746
591,986,745,745
647,549,745,745
259,1294,744,744
209,859,744,744
648,628,744,744
691,987,744,744
700,685,744,744
1189,687,744,744
1254,1241,744,744
667,726,744,744
806,981,743,743
554,2177,743,743
225,1808,742,742
856,236,742,742
199,757,741,741
203,673,741,741
565,643,741,741
259,747,740,740
259,924,740,740
574,542,739,739
647,2194,739,739
691,552,739,739
1518,1059,738,738
625,648,737,737
702,506,737,737
800,343,737,737
1653,1630,737,737
201,1096,736,736
1093,1573,736,736
730,575,735,735
1183,1187,735,735
1706,1681,735,735
891,1095,734,734
765,333,734,734
1598,1590,733,733
875,1548,732,732
682,702,732,732
797,286,732,732
94,579,731,731
1798,1740,731,731
858,1202,730,730
885,1323,730,730
736,2189,730,730
565,680,730,730
203,924,729,729
1059,1060,729,729
1844,1841,729,729
1456,1437,728,728
647,598,727,727
199,921,726,726
273,810,726,726
700,1422,726,726
673,520,726,726
618,653,726,726
893,333,725,725
259,1530,724,724
730,725,724,724
1659,1610,723,723
806,1092,723,723
648,1033,723,723
800,1456,723,723
1806,1759,723,723
365,1096,722,722
1734,1847,722,722
286,781,722,722
806,753,721,721
691,527,721,721
885,1450,721,721
858,258,720,720
1187,1202,720,720
1456,1477,720,720
893,506,719,719
981,663,719,719
575,685,718,718
575,1294,718,718
648,1752,718,718
554,535,718,718
800,236,718,718
1734,1825,718,718
1456,2304,718,718
929,539,717,717
308,203,716,716
691,1548,716,716
1573,1205,716,716
952,977,716,716
625,986,715,715
691,2186,715,715
506,1294,715,715
1353,765,715,715
1094,1101,715,715
591,597,714,714
308,875,713,713
575,984,713,713
506,593,713,713
597,511,713,713
708,718,713,713
280,868,712,712
201,856,712,712
1734,1591,712,712
204,965,711,711
597,650,711,711
1187,1264,711,711
1659,758,710,710
691,555,710,710
1808,1591,710,710
1579,2578,710,710
691,673,709,709
625,987,708,708
806,468,708,708
1573,1575,708,708
506,1422,707,707
1366,1370,707,707
1575,1571,707,707
237,865,706,706
645,488,706,706
645,1353,706,706
132,88,706,706
627,559,706,706
702,736,706,706
506,632,705,705
758,205,705,705
1752,1788,705,705
618,548,705,705
529,491,704,704
591,847,704,704
627,622,704,704
758,765,704,704
1033,1202,704,704
981,947,703,703
506,695,703,703
529,652,702,702
625,506,702,702
529,1422,701,701
627,712,701,701
193,273,700,700
273,201,700,700
806,929,700,700
203,769,700,700
292,810,699,699
529,927,699,699
730,735,699,699
682,1202,699,699
340,847,699,699
1790,1812,699,699
272,858,698,698
365,236,698,698
645,806,698,698
875,771,698,698
648,588,698,698
565,683,698,698
700,885,697,697
856,865,697,697
579,1323,696,696
765,295,696,696
691,511,695,695
579,692,695,695
506,720,695,695
1591,1590,695,695
292,753,694,694
806,868,694,694
128,885,694,694
733,958,694,694
800,865,694,694
286,340,694,694
1598,1261,694,694
237,781,693,693
365,852,693,693
691,554,693,693
700,586,693,693
157,53,692,692
157,77,692,692
1894,739,691,691
1202,1264,691,691
1202,1518,691,691
199,1366,690,690
575,703,690,690
1808,1205,690,690
199,209,689,689
891,1450,689,689
579,518,689,689
1752,1825,689,689
1833,1805,689,689
1306,1313,689,689
237,852,688,688
273,797,688,688
574,1161,688,688
574,1189,688,688
697,688,688,688
1093,1567,688,688
280,1323,687,687
645,1321,687,687
651,597,687,687
506,599,687,687
858,1095,687,687
965,1294,686,686
552,739,686,686
1096,864,686,686
1733,1716,685,685
237,591,685,685
625,559,685,685
579,520,685,685
1417,643,685,685
1812,1756,685,685
875,1096,684,684
647,1878,684,684
1560,1536,683,683
645,1422,682,682
208,236,682,682
858,295,682,682
204,554,681,681
663,1417,681,681
272,1096,680,680
597,638,680,680
1518,1536,680,680
1208,1235,680,680
1202,1096,679,679
506,724,678,678
1734,1844,678,678
1542,1578,677,677
1734,1208,677,677
259,280,676,676
885,1507,676,676
150,1202,674,674
736,680,674,674
1808,2060,674,674
725,689,674,674
199,894,673,673
209,1095,673,673
847,236,673,673
1573,1801,673,673
893,1508,672,672
663,642,672,672
813,864,672,672
193,1095,671,671
645,1450,671,671
203,859,670,670
627,604,670,670
920,894,670,670
1573,1101,670,670
591,554,669,669
575,702,669,669
648,1189,669,669
1542,1205,669,669
1659,1532,668,668
204,1323,668,668
645,932,668,668
128,758,668,668
858,264,668,668
1201,1847,668,668
259,884,667,667
237,891,666,666
259,878,666,666
94,146,666,666
663,930,666,666
529,591,665,665
691,677,665,665
673,555,665,665
1201,1205,665,665
1542,1560,665,665
272,203,664,664
210,904,664,664
702,738,664,664
645,461,663,663
645,506,663,663
259,468,662,662
691,1121,662,662
506,661,662,662
1659,1806,661,661
1733,1095,661,661
571,2191,661,661
1659,1733,660,660
280,841,660,660
1392,765,660,660
193,861,659,659
280,1093,659,659
579,549,659,659
259,733,658,658
575,663,658,658
627,724,658,658
965,961,658,658
1518,1569,658,658
810,286,657,657
858,368,657,657
575,740,656,656
648,510,656,656
1778,1769,656,656
193,744,655,655
591,929,655,655
597,539,655,655
1264,864,655,655
645,1412,653,653
575,687,653,653
981,1353,653,653
132,712,652,652
665,613,652,652
1202,1542,652,652
725,2264,652,652
259,591,651,651
203,1095,651,651
209,673,651,651
575,682,651,651
1254,1220,651,651
193,859,650,650
730,602,650,650
1560,1567,650,650
1659,1614,649,649
1575,1578,649,649
259,1064,648,648
627,1005,648,648
651,579,648,648
733,1033,647,647
1187,2267,647,647
510,2197,647,647
904,1202,646,646
1833,1788,646,646
1542,1716,645,645
1508,852,645,645
273,754,644,644
665,643,644,644
758,264,644,644
799,865,644,644
1202,1548,644,644
1096,1536,644,644
1668,1716,643,643
733,738,643,643
1202,1614,643,643
691,512,642,642
2060,1754,642,642
1456,1495,642,642
1778,1759,642,642
1733,1642,641,641
273,591,641,641
758,838,641,641
905,901,641,641
209,852,640,640
648,1272,640,640
1202,847,640,640
280,333,639,639
1507,1573,639,639
199,1833,638,638
204,771,638,638
1548,1516,638,638
208,813,637,637
236,861,637,637
157,506,636,636
201,832,636,636
506,555,636,636
157,986,635,635
193,771,635,635
645,554,635,635
891,864,635,635
800,1096,635,635
529,575,634,634
648,1508,634,634
700,856,634,634
554,986,634,634
665,506,634,634
807,781,634,634
1033,1542,634,634
280,905,633,633
291,806,633,633
647,687,632,632
1092,765,632,632
1659,1095,631,631
204,766,631,631
272,878,631,631
574,725,631,631
891,461,631,631
575,579,631,631
1272,2431,631,631
952,2257,631,631
203,1507,630,630
691,739,630,630
506,646,630,630
1734,1790,630,630
1518,1516,630,630
1659,1706,629,629
193,763,629,629
209,868,629,629
904,340,629,629
905,897,629,629
682,598,628,628
574,627,627,627
1264,1096,627,627
1591,1531,627,627
625,683,626,626
209,924,625,625
1494,1480,625,625
225,1202,624,624
625,929,624,624
1208,1230,624,624
237,700,623,623
259,1565,623,623
647,668,623,623
579,612,623,623
797,236,623,623
1659,1788,622,622
858,757,622,622
257,758,621,621
904,905,621,621
929,565,621,621
1064,1565,621,621
1573,1578,621,621
1778,1844,621,621
157,987,620,620
237,810,620,620
208,506,620,620
506,513,620,620
225,813,619,619
885,884,619,619
1752,1769,619,619
1571,1580,619,619
663,986,618,618
673,1005,618,618
1808,1531,618,618
1548,1552,618,618
1733,1727,617,617
292,1508,617,617
645,538,617,617
1752,1742,617,617
1808,1096,617,617
627,683,616,616
702,690,616,616
1659,1745,615,615
647,710,615,615
1096,1518,615,615
1809,1812,615,615
280,753,614,614
648,932,614,614
1187,1219,614,614
1227,1653,614,614
1361,1358,614,614
259,286,613,613
797,343,612,612
1734,1786,612,612
199,981,611,611
625,622,611,611
1264,1808,611,611
1734,1753,611,611
1064,1530,611,611
199,1094,610,610
645,691,610,610
700,1121,610,610
1092,1101,610,610
280,1294,609,609
625,1894,609,609
210,286,609,609
648,1808,609,609
766,858,609,609
741,598,609,609
984,966,609,609
575,987,608,608
651,718,608,608
736,952,608,608
896,921,608,608
1598,1642,608,608
737,952,608,608
199,270,607,607
741,1417,607,607
1733,1752,606,606
904,295,606,606
132,648,606,606
506,739,606,606
1598,1219,606,606
618,613,606,606
691,708,605,605
981,1294,605,605
697,594,605,605
199,331,604,604
645,718,604,604
858,838,604,604
1227,1598,604,604
904,1101,603,603
691,736,603,603
807,763,603,603
725,735,603,603
648,682,602,602
1833,1798,602,602
157,134,601,601
199,1092,601,601
981,726,601,601
858,809,601,601
1321,1334,601,601
574,669,600,600
591,932,600,600
203,368,600,600
431,757,600,600
1548,1706,600,600
237,647,599,599
259,372,599,599
645,1092,599,599
1033,1049,599,599
1264,1532,599,599
904,236,598,598
1752,1508,598,598
199,259,597,597
758,1323,597,597
766,833,597,597
1095,847,597,597
1666,1668,596,596
199,905,596,596
273,799,596,596
627,695,596,596
575,725,595,595
647,2185,595,595
697,1202,595,595
1542,1208,595,595
1653,1833,595,595
259,1094,594,594
648,673,594,594
733,1096,594,594
893,747,593,593
203,894,593,593
647,669,593,593
691,1161,593,593
506,664,593,593
856,757,593,593
1033,1035,593,593
1272,1542,593,593
1778,1798,593,593
904,1059,592,592
1068,1560,592,592
1202,1833,591,591
1059,1563,591,591
199,301,590,590
199,451,590,590
204,747,590,590
730,712,590,590
813,765,590,590
1508,1456,590,590
765,864,590,590
193,370,589,589
645,730,589,589
875,894,589,589
647,588,589,589
971,506,589,589
651,527,589,589
700,927,589,589
280,233,588,588
591,974,588,588
929,554,588,588
1096,847,588,588
1659,225,587,587
1659,1035,587,587
1733,132,587,587
648,722,587,587
800,864,587,587
1428,1429,587,587
806,834,586,586
1833,1812,586,586
1642,1706,586,586
529,554,584,584
682,650,584,584
2068,1427,584,584
575,700,583,583
847,1068,583,583
1518,2555,583,583
682,665,582,582
691,661,582,582
800,807,582,582
847,368,582,582
1833,1757,582,582
365,851,581,581
904,1548,581,581
891,1507,580,580
651,739,580,580
506,618,580,580
648,1202,579,579
579,622,579,579
574,651,578,578
574,2185,578,578
591,569,578,578
1833,1784,578,578
645,1205,577,577
806,1323,577,577
554,653,577,577
286,333,577,577
157,648,576,576
591,575,576,576
128,691,576,576
858,1064,576,576
286,859,576,576
1812,1769,576,576
1659,1647,575,575
1254,1614,575,575
1653,1575,575,575
201,878,574,574
575,715,574,574
575,724,574,574
806,1764,573,573
209,763,573,573
132,736,573,573
663,619,573,573
1833,1845,573,573
506,510,572,572
597,619,572,572
461,847,572,572
1456,1510,572,572
193,1507,571,571
280,224,571,571
1264,1531,571,571
1808,1777,571,571
682,600,570,570
691,725,570,570
1734,1260,570,570
1734,1829,570,570
1059,1560,570,570
273,904,569,569
648,559,569,569
766,343,569,569
1033,1752,569,569
765,769,569,569
1059,1567,569,569
1796,1845,569,569
286,295,568,568
1548,1053,568,568
1219,1268,568,568
237,333,567,567
806,1560,567,567
893,1507,567,567
203,1202,567,567
208,766,567,567
506,667,567,567
758,461,567,567
1096,236,567,567
905,921,567,567
1059,1530,567,567
625,733,566,566
1542,1820,566,566
461,1573,566,566
966,977,566,566
272,256,565,565
280,849,565,565
591,208,565,565
758,295,565,565
813,202,565,565
1183,687,565,565
1542,1095,565,565
1752,1786,565,565
984,952,565,565
984,986,565,565
1093,1563,565,565
1456,1491,565,565
1667,1730,565,565
193,868,564,564
199,832,564,564
209,838,564,564
663,554,564,564
461,1518,564,564
1321,1322,564,564
259,273,563,563
280,774,563,563
645,2186,563,563
1202,1808,563,563
193,224,562,562
591,674,562,562
237,1095,561,561
733,565,561,561
758,1294,561,561
1068,1530,561,561
735,2190,561,561
1659,1272,560,560
157,1422,560,560
204,209,560,560
1653,1614,560,560
1199,1200,560,560
691,146,559,559
554,974,559,559
1666,648,558,558
193,332,558,558
893,744,558,558
766,847,558,558
858,1068,558,558
1065,1101,558,558
1666,1705,557,557
273,333,557,557
574,579,557,557
891,1508,557,557
555,718,557,557
1068,1565,557,557
1668,1033,556,556
259,1053,556,556
529,663,556,556
893,332,556,556
929,739,556,556
554,539,556,556
856,1508,556,556
1064,1567,556,556
1733,1548,555,555
204,291,555,555
1201,1096,555,555
1666,1049,554,554
280,1205,554,554
648,952,554,554
702,687,554,554
702,735,554,554
292,890,553,553
702,737,553,553
571,685,553,553
741,520,553,553
1825,1812,553,553
575,726,552,552
682,929,552,552
632,618,552,552
1095,1653,552,552
237,210,551,551
1254,1642,551,551
529,931,550,550
574,986,550,550
1734,1764,550,550
1573,1053,550,550
1778,1777,550,550
730,736,549,549
627,1392,549,549
702,488,549,549
597,1417,549,549
1096,1548,549,549
193,856,548,548
806,1441,548,548
132,89,548,548
94,651,548,548
575,510,548,548
1808,1833,548,548
847,1450,548,548
225,865,547,547
627,965,547,547
506,932,547,547
286,868,547,547
292,868,546,546
128,856,546,546
647,679,546,546
648,974,546,546
700,579,546,546
554,579,546,546
1526,1560,546,546
193,852,545,545
193,1518,545,545
645,673,545,545
733,710,545,545
1201,1531,545,545
539,1422,545,545
661,674,545,545
1068,1563,545,545
1068,1642,545,545
1659,1631,544,544
193,878,544,544
663,539,544,544
1633,1651,544,544
225,1573,543,543
273,852,543,543
645,1064,543,543
627,548,543,543
724,619,543,543
757,763,543,543
1798,1786,543,543
204,894,542,542
691,611,542,542
1201,1264,542,542
1064,1096,542,542
273,859,541,541
529,1096,541,541
806,211,541,541
893,1264,541,541
201,236,541,541
210,847,540,540
733,700,540,540
571,613,540,540
858,1093,540,540
952,978,540,540
574,738,539,539
730,682,539,539
506,708,539,539
797,813,539,539
813,340,539,539
286,368,539,539
651,552,538,538
645,807,537,537
1033,1653,537,537
1187,1185,537,537
461,765,537,537
1068,1567,537,537
1653,1532,537,537
199,1101,536,536
199,1567,536,536
575,599,536,536
575,736,536,536
865,368,536,536
648,2190,535,535
691,578,535,535
1264,1219,535,535
765,838,535,535
1788,1762,535,535
365,868,534,534
1201,1254,534,534
1264,1825,534,534
691,695,533,533
893,211,532,532
875,896,532,532
904,781,532,532
579,2189,532,532
1653,1788,532,532
204,1121,531,531
806,1101,531,531
132,1254,531,531
700,865,531,531
157,1095,530,530
591,702,530,530
806,747,530,530
647,538,530,530
647,676,530,530
858,1323,530,530
1272,1274,530,530
1542,1809,530,530
2060,1816,530,530
1518,1053,530,530
1059,1108,530,530
193,833,529,529
806,832,529,529
733,1272,529,529
700,995,529,529
1734,1575,529,529
1059,1565,529,529
199,1560,528,528
591,1323,528,528
1659,1064,527,527
280,981,527,527
625,689,527,527
575,2235,526,526
682,671,526,526
691,597,526,526
259,529,525,525
651,708,525,525
506,552,525,525
1653,1610,525,525
1666,1096,524,524
1659,1590,524,524
1659,1667,524,524
904,797,524,524
647,2184,524,524
647,2189,524,524
1187,1734,524,524
1096,1642,524,524
1205,1614,524,524
1806,1777,524,524
574,1183,523,523
579,578,523,523
1272,1287,523,523
726,952,523,523
291,893,522,522
1272,1227,522,522
1806,1788,522,522
571,663,521,521
506,610,521,521
1542,1748,521,521
1064,1560,521,521
153,647,520,520
673,984,520,520
800,264,520,520
1548,1538,520,520
893,647,519,519
201,868,519,519
648,2267,519,519
1808,1847,519,519
1095,1094,519,519
1366,1378,519,519
735,952,519,519
292,365,518,518
575,972,518,518
1706,1667,518,518
730,506,517,517
904,1456,517,517
132,1752,517,517
627,651,517,517
647,952,517,517
1183,1189,517,517
1264,1573,517,517
591,579,516,516
201,752,516,516
203,849,516,516
627,579,516,516
647,703,516,516
647,738,516,516
506,660,516,516
800,1508,516,516
1101,1560,516,516
574,510,515,515
691,539,515,515
1734,1851,515,515
1808,1845,515,515
864,890,515,515
1666,1752,514,514
591,685,514,514
1219,1180,514,514
966,982,514,514
758,772,513,513
858,1450,513,513
1184,687,513,513
1254,2419,513,513
1734,1096,513,513
259,210,512,512
645,1093,512,512
575,683,512,512
627,554,512,512
648,683,512,512
691,674,512,512
506,2173,512,512
1121,1706,512,512
259,868,511,511
574,661,511,511
506,1353,511,511
259,461,510,510
891,833,510,510
647,507,510,510
1778,1779,510,510
1825,1798,510,510
157,272,509,509
627,673,509,509
691,689,509,509
725,679,509,509
264,864,509,509
1642,1644,509,509
574,679,508,508
645,725,508,508
806,370,508,508
209,752,508,508
891,1121,508,508
575,673,508,508
627,682,508,508
758,753,508,508
697,524,508,508
966,968,508,508
1008,1706,507,507
700,628,507,507
554,1422,507,507
539,582,507,507
1475,1494,507,507
1770,1815,507,507
199,431,506,506
575,927,506,506
1507,1456,506,506
1844,1762,506,506
292,862,505,505
193,1508,505,505
204,905,505,505
273,256,505,505
575,965,505,505
691,667,505,505
1734,1196,505,505
757,434,505,505
1653,1654,505,505
193,862,504,504
210,236,504,504
150,575,504,504
647,736,504,504
691,729,504,504
663,1894,504,504
552,613,504,504
1759,1762,504,504
280,1082,503,503
981,968,503,503
506,958,503,503
1264,1754,503,503
365,328,502,502
645,927,501,501
893,749,501,501
648,594,501,501
579,676,501,501
1064,1054,501,501
1064,1059,501,501
1260,1267,501,501
365,331,500,500
806,1530,500,500
134,691,500,500
673,965,500,500
858,776,500,500
1323,1336,500,500
225,365,499,499
237,343,499,499
1033,1264,499,499
1264,1508,499,499
1096,1205,499,499
1642,2600,499,499
1706,1702,499,499
1805,1845,499,499
1241,1247,499,499
204,370,498,498
645,702,498,498
209,896,498,498
673,1366,498,498
807,431,498,498
847,1507,498,498
1456,1483,498,498
1806,1786,498,498
1790,1642,498,498
1651,1647,498,498
625,1095,497,497
730,627,497,497
875,905,497,497
627,702,497,497
627,1294,497,497
647,735,497,497
1121,1202,497,497
204,259,496,496
591,884,496,496
645,1068,496,496
506,726,496,496
1033,1706,496,496
1734,1827,496,496
292,851,495,495
193,924,495,495
280,1092,495,495
1808,1759,495,495
1790,1770,495,495
292,246,494,494
730,738,494,494
904,800,494,494
647,599,494,494
702,697,494,494
280,328,493,493
574,699,493,493
591,1422,493,493
625,554,493,493
875,368,493,493
575,1321,493,493
682,733,493,493
992,1392,493,493
1614,1644,493,493
199,924,492,492
259,1082,492,492
272,663,492,492
292,1202,491,491
225,257,491,491
904,368,491,491
1201,1769,491,491
847,890,491,491
1196,1199,491,491
893,741,490,490
575,554,490,490
648,524,490,490
800,1450,490,490
1264,1575,490,490
1264,1809,490,490
1095,1706,490,490
1560,1523,490,490
237,771,489,489
280,984,489,489
208,905,489,489
813,368,489,489
1264,1590,489,489
725,737,489,489
1456,1473,489,489
733,1542,488,488
885,765,488,488
199,1053,487,487
574,739,487,487
625,1323,487,487
981,975,487,487
1201,1809,487,487
765,861,487,487
1227,1208,487,487
1321,1313,487,487
1796,1748,487,487
259,625,486,486
806,1437,486,486
209,855,486,486
210,766,486,486
682,687,486,486
758,197,486,486
766,769,486,486
736,661,486,486
1187,1254,486,486
1064,847,486,486
280,834,485,485
810,865,485,485
201,905,485,485
77,94,485,485
682,660,485,485
797,1096,485,485
813,1456,485,485
199,1059,484,484
259,1005,484,484
645,965,484,484
691,995,484,484
1121,1808,484,484
1068,1054,484,484
1205,1558,484,484
1642,1618,484,484
292,838,483,483
199,370,483,483
209,833,483,483
725,714,483,483
1548,1539,483,483
758,233,482,482
858,1507,482,482
1101,1653,482,482
1653,1798,482,482
204,921,481,481
758,764,481,481
1194,1200,481,481
280,747,480,480
365,833,480,480
806,752,480,480
691,569,480,480
981,953,480,480
571,729,480,480
766,340,480,480
1366,1377,480,480
1417,1412,480,480
157,884,479,479
201,855,479,479
904,211,479,479
571,541,479,479
1096,1053,479,479
1573,1614,479,479
1653,1571,479,479
292,832,478,478
199,368,478,478
199,766,478,478
529,708,478,478
574,625,478,478
645,683,478,478
575,738,478,478
554,2178,478,478
1053,1530,478,478
1068,1653,478,478
292,295,477,477
203,868,477,477
203,921,477,477
1201,1845,477,477
1264,1806,477,477
286,771,477,477
1096,372,477,477
859,864,477,477
1825,1788,477,477
225,769,476,476
730,687,476,476
1202,1208,476,476
1366,1367,476,476
1456,1467,476,476
1793,1851,476,476
292,878,475,475
193,774,475,475
574,971,475,475
904,894,475,475
128,813,475,475
981,506,475,475
929,765,475,475
984,765,475,475
1706,1579,475,475
199,332,474,474
1666,1264,473,473
574,697,473,473
132,733,473,473
127,94,473,473
682,528,473,473
691,576,473,473
718,667,473,473
1778,1812,473,473
529,682,472,472
893,896,472,472
127,102,472,472
575,604,472,472
682,710,472,472
700,930,472,472
758,755,472,472
1254,1225,472,472
1752,1745,472,472
204,1068,471,471
691,510,471,471
700,554,471,471
1542,1653,471,471
157,1392,470,470
904,757,470,470
800,368,470,470
292,752,469,469
971,725,469,469
1254,1591,469,469
1808,1778,469,469
1778,1788,469,469
204,246,468,468
574,2194,468,468
150,146,468,468
758,1366,468,468
1833,1706,468,468
529,574,467,467
651,1422,467,467
700,565,467,467
506,674,467,467
758,370,467,467
1121,1560,467,467
1264,1548,467,467
632,718,467,467
1764,1788,467,467
1788,1759,467,467
806,1435,466,466
648,1264,466,466
2060,1558,466,466
506,548,465,465
308,370,464,464
574,700,464,464
691,738,464,464
451,1573,464,464
1096,1101,464,464
1260,1256,464,464
1630,1654,464,464
193,890,463,463
246,858,463,463
203,797,463,463
1745,1758,463,463
199,1082,462,462
257,865,462,462
574,663,462,462
806,1392,462,462
506,2183,462,462
1542,1507,462,462
574,676,461,461
591,673,461,461
733,718,461,461
651,555,461,461
758,813,461,461
157,102,460,460
157,700,460,460
199,1321,460,460
257,766,460,460
625,647,460,460
904,896,460,460
651,569,460,460
1518,1563,460,460
1161,1136,460,460
280,832,459,459
280,1833,459,459
1573,1805,459,459
893,431,458,458
904,799,458,458
691,680,458,458
691,697,458,458
506,736,458,458
1798,1827,458,458
1659,1068,457,457
625,1096,457,457
209,832,457,457
597,1005,457,457
800,2287,457,457
813,781,457,457
885,1321,457,457
1653,1716,457,457
204,1092,456,456
280,924,456,456
365,832,456,456
506,1392,456,456
758,1507,456,456
765,841,456,456
1456,1435,456,456
1788,1773,456,456
591,155,455,455
891,924,455,455
1187,1227,455,455
992,1366,455,455
155,77,454,454
700,541,454,454
1642,1638,454,454
193,264,453,453
225,1264,453,453
280,1790,453,453
574,1184,453,453
810,904,453,453
875,1441,453,453
904,451,453,453
682,513,453,453
