source,target,is_metric,weight,metric_distance
Napoleon,Myriel,True,inf,inf
Myriel,MlleBaptistine,True,4.285714285714286,4.285714285714286
Myriel,MmeMagloire,True,4.571428571428571,4.571428571428571
Myriel,CountessDeLo,True,inf,inf
Myriel,Geborand,True,inf,inf
Myriel,Champtercier,True,inf,inf
Myriel,Cravatte,True,inf,inf
Myriel,Count,True,inf,inf
Myriel,OldMan,True,inf,inf
Myriel,Valjean,True,25.333333333333332,25.333333333333332
MlleBaptistine,MmeMagloire,True,1.272727272727273,1.272727272727273
MlleBaptistine,Valjean,False,36.5,29.619047619047617
MmeMagloire,Valjean,False,37.0,29.904761904761905
Valjean,Labarre,True,inf,inf
Valjean,Marguerite,True,45.0,45.0
Valjean,MmeDeR,True,inf,inf
Valjean,Isabeau,True,inf,inf
Valjean,Gervais,True,inf,inf
Valjean,Fantine,False,13.833333333333334,11.775641025641026
Valjean,MmeThenardier,True,3.625,3.625
Valjean,Thenardier,False,11.214285714285715,6.961538461538462
Valjean,Cosette,False,16.4,15.317307692307693
Valjean,Javert,True,5.1923076923076925,5.1923076923076925
Valjean,Fauchelevent,False,72.5,10.942307692307693
Valjean,Bamatabois,True,8.857142857142856,8.857142857142856
Valjean,Simplice,False,27.0,14.792307692307691
Valjean,Scaufflaire,True,inf,inf
Valjean,Woman1,False,138.0,29.692307692307693
Valjean,Judge,False,14.666666666666668,9.968253968253967
Valjean,Champmathieu,False,16.75,10.357142857142856
Valjean,Brevet,False,19.0,10.428571428571427
Valjean,Chenildieu,False,19.0,10.428571428571427
Valjean,Cochepaille,False,16.5,10.107142857142856
Valjean,Woman2,False,69.0,16.942307692307693
Valjean,MotherInnocent,False,139.0,14.275641025641026
Valjean,Gavroche,True,11.0,11.0
Valjean,Gillenormand,False,22.833333333333332,17.680555555555554
Valjean,MlleGillenormand,True,15.555555555555554,15.555555555555554
Valjean,Marius,True,13.812500000000002,13.812500000000002
Valjean,Enjolras,True,10.3125,10.3125
Valjean,Bossuet,True,12.0,12.0
Valjean,Gueulemer,False,19.57142857142857,8.322115384615385
Valjean,Babet,False,17.75,7.6298076923076925
Valjean,Claquesous,False,12.181818181818182,7.824999999999999
Valjean,Montparnasse,False,16.625,9.296474358974358
Valjean,Toussaint,False,68.5,21.192307692307693
Marguerite,Fantine,True,55.0,55.0
Listolier,Tholomyes,True,2.55,2.55
Listolier,Fameuil,True,0.44999999999999996,0.44999999999999996
Listolier,Blacheville,True,0.5,0.5
Listolier,Favourite,True,0.631578947368421,0.631578947368421
Listolier,Dahlia,True,0.7647058823529411,0.7647058823529411
Listolier,Zephine,True,0.9444444444444446,0.9444444444444446
Listolier,Fantine,True,2.0526315789473686,2.0526315789473686
Tholomyes,Fameuil,True,2.5999999999999996,2.5999999999999996
Tholomyes,Blacheville,True,2.6500000000000004,2.6500000000000004
Tholomyes,Favourite,True,2.8947368421052633,2.8947368421052633
Tholomyes,Dahlia,True,3.2941176470588234,3.2941176470588234
Tholomyes,Zephine,True,3.333333333333333,3.333333333333333
Tholomyes,Fantine,True,4.315789473684211,4.315789473684211
Tholomyes,Cosette,False,112.0,21.02412280701754
Tholomyes,Marius,False,181.0,23.065789473684212
Fameuil,Blacheville,True,0.4285714285714286,0.4285714285714286
Fameuil,Favourite,True,0.55,0.55
Fameuil,Dahlia,True,0.8235294117647061,0.8235294117647061
Fameuil,Zephine,True,0.8421052631578949,0.8421052631578949
Fameuil,Fantine,True,2.3333333333333335,2.3333333333333335
Blacheville,Favourite,True,0.7368421052631577,0.7368421052631577
Blacheville,Dahlia,True,0.7222222222222221,0.7222222222222221
Blacheville,Zephine,True,0.75,0.75
Blacheville,Fantine,True,2.1578947368421053,2.1578947368421053
Favourite,Dahlia,True,0.7222222222222221,0.7222222222222221
Favourite,Zephine,True,0.75,0.75
Favourite,Fantine,True,2.1578947368421053,2.1578947368421053
Dahlia,Zephine,True,0.8888888888888888,0.8888888888888888
Dahlia,Fantine,True,1.7999999999999998,1.7999999999999998
Zephine,Fantine,True,2.5555555555555554,2.5555555555555554
Fantine,MmeThenardier,True,10.0,10.0
Fantine,Thenardier,True,7.181818181818182,7.181818181818182
Fantine,Javert,True,6.583333333333333,6.583333333333333
Fantine,Bamatabois,False,20.666666666666664,20.63278388278388
Fantine,Perpetue,True,53.0,53.0
Fantine,Simplice,True,10.2,10.2
MmeThenardier,Thenardier,True,4.066666666666666,4.066666666666666
MmeThenardier,Cosette,False,20.5,15.638095238095238
MmeThenardier,Javert,True,5.75,5.75
MmeThenardier,Eponine,True,8.875,8.875
MmeThenardier,Anzelma,True,14.0,14.0
MmeThenardier,Magnon,True,inf,inf
MmeThenardier,Gueulemer,False,6.142857142857142,5.199999999999999
MmeThenardier,Babet,False,6.0,5.057142857142857
MmeThenardier,Claquesous,True,4.199999999999999,4.199999999999999
Thenardier,Cosette,True,11.571428571428571,11.571428571428571
Thenardier,Javert,True,1.7692307692307692,1.7692307692307692
Thenardier,Pontmercy,True,69.0,69.0
Thenardier,Boulatruelle,True,inf,inf
Thenardier,Eponine,True,5.666666666666667,5.666666666666667
Thenardier,Anzelma,True,15.666666666666668,15.666666666666668
Thenardier,Gavroche,False,11.200000000000001,10.935897435897434
Thenardier,Marius,True,11.666666666666668,11.666666666666668
Thenardier,Gueulemer,False,2.769230769230769,2.142307692307692
Thenardier,Babet,True,1.4499999999999997,1.4499999999999997
Thenardier,Claquesous,False,2.7857142857142856,2.307142857142857
Thenardier,Montparnasse,False,4.666666666666666,3.1166666666666663
Thenardier,Brujon,False,5.625,4.241666666666666
Cosette,Javert,True,10.125,10.125
Cosette,Woman2,True,11.0,11.0
Cosette,Gillenormand,True,6.428571428571429,6.428571428571429
Cosette,MlleGillenormand,True,6.5,6.5
Cosette,LtGillenormand,False,16.333333333333332,8.428571428571429
Cosette,Marius,True,5.086956521739131,5.086956521739131
Cosette,Toussaint,True,15.0,15.0
Javert,Fauchelevent,True,5.75,5.75
Javert,Bamatabois,False,30.5,14.049450549450547
Javert,Simplice,True,9.6,9.6
Javert,Woman1,True,24.5,24.5
Javert,Woman2,True,11.75,11.75
Javert,Gavroche,True,9.166666666666666,9.166666666666666
Javert,Enjolras,True,10.222222222222223,10.222222222222223
Javert,Gueulemer,False,3.8181818181818183,3.1298076923076925
Javert,Babet,True,2.4375,2.4375
Javert,Claquesous,False,3.3076923076923075,3.294642857142857
Javert,Montparnasse,False,8.333333333333334,4.104166666666666
Javert,Toussaint,True,16.0,16.0
Fauchelevent,MotherInnocent,True,3.333333333333333,3.333333333333333
Fauchelevent,Gribier,True,inf,inf
Bamatabois,Judge,True,1.1111111111111112,1.1111111111111112
Bamatabois,Champmathieu,True,1.5,1.5
Bamatabois,Brevet,True,1.5714285714285712,1.5714285714285712
Bamatabois,Chenildieu,True,1.5714285714285712,1.5714285714285712
Bamatabois,Cochepaille,True,1.25,1.25
Perpetue,Simplice,False,inf,63.2
Judge,Champmathieu,True,0.6000000000000001,0.6000000000000001
Judge,Brevet,True,0.875,0.875
Judge,Chenildieu,True,0.875,0.875
Judge,Cochepaille,True,0.6666666666666667,0.6666666666666667
Champmathieu,Brevet,True,0.5555555555555554,0.5555555555555554
Champmathieu,Chenildieu,True,0.875,0.875
Champmathieu,Cochepaille,True,1.0,1.0
Brevet,Chenildieu,True,0.5,0.5
Brevet,Cochepaille,True,0.625,0.625
Chenildieu,Cochepaille,True,0.33333333333333326,0.33333333333333326
Pontmercy,MmePontmercy,True,inf,inf
Pontmercy,Marius,False,137.0,80.66666666666667
Eponine,Anzelma,True,10.25,10.25
Eponine,Marius,False,12.545454545454545,11.560344827586206
Eponine,Mabeuf,True,8.25,8.25
Eponine,Courfeyrac,True,5.928571428571429,5.928571428571429
Eponine,Gueulemer,False,7.666666666666666,6.0
Eponine,Babet,False,7.285714285714285,5.857142857142858
Eponine,Claquesous,True,5.0,5.0
Eponine,Montparnasse,False,7.333333333333334,6.875
Eponine,Brujon,True,6.142857142857142,6.142857142857142
MmeBurgon,Jondrette,True,inf,inf
MmeBurgon,Gavroche,True,inf,inf
Gavroche,Marius,True,3.0,3.0
Gavroche,Mabeuf,True,1.8125,1.8125
Gavroche,Enjolras,True,2.3636363636363633,2.3636363636363633
Gavroche,Combeferre,True,3.7391304347826084,3.7391304347826084
Gavroche,Prouvaire,True,2.4,2.4
Gavroche,Feuilly,True,2.407407407407407,2.407407407407407
Gavroche,Courfeyrac,False,6.88235294117647,4.687848383500556
Gavroche,Bahorel,False,5.25,3.682857142857143
Gavroche,Bossuet,True,3.7200000000000006,3.7200000000000006
Gavroche,Joly,True,3.04,3.04
Gavroche,Grantaire,False,6.333333333333334,4.6
Gavroche,Gueulemer,True,12.0,12.0
Gavroche,Babet,False,13.0,11.604166666666666
Gavroche,Montparnasse,False,14.0,13.25
Gavroche,Child1,True,42.5,42.5
Gavroche,Child2,True,42.5,42.5
Gavroche,Brujon,False,22.249999999999996,14.375
Gavroche,MmeHucheloup,False,13.166666666666666,6.433333333333334
Gillenormand,Magnon,True,inf,inf
Gillenormand,MlleGillenormand,True,2.125,2.125
Gillenormand,LtGillenormand,True,2.0,2.0
Gillenormand,Marius,False,14.0,11.51552795031056
Gillenormand,BaronessT,True,12.0,12.0
MlleGillenormand,MmePontmercy,True,inf,inf
MlleGillenormand,MlleVaubois,True,inf,inf
MlleGillenormand,LtGillenormand,True,2.142857142857143,2.142857142857143
MlleGillenormand,Marius,False,11.7,11.58695652173913
LtGillenormand,Marius,False,39.333333333333336,13.51552795031056
Marius,BaronessT,False,115.99999999999999,23.515527950310563
Marius,Mabeuf,True,3.3103448275862064,3.3103448275862064
Marius,Enjolras,True,4.068965517241379,4.068965517241379
Marius,Combeferre,False,6.63157894736842,5.793103448275861
Marius,Feuilly,False,7.4375,5.365900383141762
Marius,Courfeyrac,True,5.9565217391304355,5.9565217391304355
Marius,Bahorel,False,10.333333333333332,5.762725779967159
Marius,Bossuet,True,5.608695652173913,5.608695652173913
Marius,Joly,False,6.777777777777779,5.119868637110017
Mabeuf,Enjolras,True,3.764705882352941,3.764705882352941
Mabeuf,Combeferre,True,3.0588235294117645,3.0588235294117645
Mabeuf,Feuilly,True,2.0555555555555554,2.0555555555555554
Mabeuf,Courfeyrac,False,6.0769230769230775,3.5681444991789824
Mabeuf,Bahorel,False,3.384615384615385,2.4523809523809526
Mabeuf,Bossuet,False,3.3888888888888893,3.0675883256528422
Mabeuf,Joly,True,1.8095238095238098,1.8095238095238098
Mabeuf,MotherPlutarch,True,inf,inf
Enjolras,Combeferre,True,1.7241379310344827,1.7241379310344827
Enjolras,Prouvaire,True,3.0588235294117645,3.0588235294117645
Enjolras,Feuilly,True,1.9583333333333335,1.9583333333333335
Enjolras,Courfeyrac,True,2.535714285714286,2.535714285714286
Enjolras,Bahorel,True,2.181818181818182,2.181818181818182
Enjolras,Bossuet,True,1.8387096774193545,1.8387096774193545
Enjolras,Joly,True,2.25,2.25
Enjolras,Grantaire,False,3.8461538461538467,3.610389610389611
Enjolras,Claquesous,False,13.799999999999999,13.464285714285715
Enjolras,MmeHucheloup,False,9.166666666666666,5.443722943722944
Combeferre,Prouvaire,True,2.625,2.625
Combeferre,Feuilly,True,1.458333333333333,1.458333333333333
Combeferre,Courfeyrac,True,0.9487179487179485,0.9487179487179485
Combeferre,Bahorel,True,1.2000000000000002,1.2000000000000002
Combeferre,Bossuet,True,1.4516129032258065,1.4516129032258065
Combeferre,Joly,False,1.9130434782608696,1.842857142857143
Combeferre,Grantaire,False,3.333333333333333,2.628571428571429
Prouvaire,Feuilly,True,1.5882352941176472,1.5882352941176472
Prouvaire,Courfeyrac,False,5.153846153846153,3.5737179487179485
Prouvaire,Bahorel,False,3.8,2.642857142857143
Prouvaire,Bossuet,False,4.538461538461538,3.2580645161290325
Prouvaire,Joly,True,2.0,2.0
Prouvaire,Grantaire,True,2.2,2.2
Feuilly,Courfeyrac,False,3.3684210526315788,2.4070512820512815
Feuilly,Bahorel,False,1.941176470588235,1.8511904761904763
Feuilly,Bossuet,False,2.4761904761904763,2.466397849462366
Feuilly,Joly,True,1.2083333333333335,1.2083333333333335
Feuilly,Grantaire,True,2.6363636363636362,2.6363636363636362
Courfeyrac,Bahorel,True,1.535714285714286,1.535714285714286
Courfeyrac,Bossuet,True,1.7058823529411766,1.7058823529411766
Courfeyrac,Joly,True,1.7586206896551726,1.7586206896551726
Courfeyrac,Grantaire,False,3.928571428571428,2.964285714285715
Courfeyrac,MmeHucheloup,False,10.333333333333332,4.7976190476190474
Bahorel,Bossuet,True,1.25,1.25
Bahorel,Joly,True,0.6428571428571428,0.6428571428571428
Bahorel,Grantaire,True,1.4285714285714288,1.4285714285714288
Bahorel,MmeHucheloup,False,4.5,3.261904761904762
Bossuet,Joly,True,1.2580645161290325,1.2580645161290325
Bossuet,Grantaire,False,3.0,2.678571428571429
Bossuet,MmeHucheloup,False,9.0,4.511904761904762
Joly,Grantaire,True,1.8666666666666667,1.8666666666666667
Joly,MmeHucheloup,False,6.166666666666667,3.6999999999999997
Grantaire,MmeHucheloup,True,1.833333333333333,1.833333333333333
Gueulemer,Babet,True,0.6923076923076923,0.6923076923076923
Gueulemer,Claquesous,True,1.0,1.0
Gueulemer,Montparnasse,True,1.25,1.25
Gueulemer,Brujon,False,2.5,2.375
Babet,Claquesous,True,0.8571428571428572,0.8571428571428572
Babet,Montparnasse,True,1.6666666666666665,1.6666666666666665
Babet,Brujon,False,2.857142857142857,2.7916666666666665
Claquesous,Montparnasse,True,1.875,1.875
Claquesous,Brujon,True,2.571428571428571,2.571428571428571
Montparnasse,Brujon,True,1.125,1.125
Child1,Child2,False,inf,85.0
